ORF,TF
YLR096W,24.0
YLR097C,26.0
YLR098C,21.0
YLR099C,111.0
YLR099W-A,9.0
YLR100W,42.0
YLR101C,53.0
YLR102C,29.0
YLR103C,24.0
YLR104W,33.0
YLR105C,27.0
YLR106C,21.0
YLR107W,28.0
YLR108C,62.0
YLR109W,53.0
YLR110C,66.0
YLR111W,36.0
YLR112W,45.0
YLR113W,51.0
YLR114C,20.0
YLR115W,18.0
YLR116W,20.0
YLR117C,23.0
YLR118C,25.0
YLR119W,38.0
YLR120C,54.0
YLR120W-A,
YLR121C,71.0
YLR122C,14.0
YLR123C,15.0
YLR124W,10.0
YLR125W,38.0
YLR126C,22.0
YLR127C,28.0
YLR128W,27.0
YLR129W,35.0
YLR130C,33.0
YLR131C,34.0
YLR132C,30.0
YLR133W,28.0
YLR134W,47.0
YLR135W,17.0
YLR136C,64.0
YLR137W,25.0
YLR138W,21.0
YLR139C,30.0
YLR140W,30.0
YLR141W,24.0
YLR142W,60.0
YLR143W,20.0
YLR144C,16.0
YLR145W,18.0
YLR146C,22.0
YLR146W-A,1.0
YLR147C,33.0
YLR148W,23.0
YLR149C,56.0
YLR149C-A,10.0
YLR150W,34.0
YLR151C,22.0
YLR152C,55.0
YLR153C,46.0
YLR154C,48.0
YLR154C-G,9.0
YLR154C-H,6.0
YLR154W-A,
YLR154W-B,5.0
YLR154W-C,10.0
YLR154W-E,7.0
YLR154W-F,3.0
YLR155C,39.0
YLR156C-A,2.0
YLR156W,43.0
YLR157C,32.0
YLR157C-A,23.0
YLR157C-B,14.0
YLR157C-C,2.0
YLR157W-D,1.0
YLR157W-E,5.0
YLR158C,35.0
YLR159C-A,3.0
YLR159W,37.0
YLR160C,31.0
YLR161W,41.0
YLR162W,35.0
YLR162W-A,16.0
YLR163C,30.0
YLR163W-A,
YLR164W,30.0
YLR165C,18.0
YLR166C,23.0
YLR167W,49.0
YLR168C,46.0
YLR169W,23.0
YLR170C,26.0
YLR171W,26.0
YLR172C,31.0
YLR173W,32.0
YLR174W,51.0
YLR175W,29.0
YLR176C,25.0
YLR177W,56.0
YLR178C,73.0
YLR179C,31.0
YLR180W,60.0
YLR181C,19.0
YLR182W,17.0
YLR183C,80.0
YLR184W,24.0
YLR185W,50.0
YLR186W,33.0
YLR187W,18.0
YLR188W,17.0
YLR189C,26.0
YLR190W,36.0
YLR191W,17.0
YLR192C,31.0
YLR193C,24.0
YLR194C,66.0
YLR195C,21.0
YLR196W,40.0
YLR197W,41.0
YLR198C,17.0
YLR199C,21.0
YLR200W,33.0
YLR201C,17.0
YLR202C,18.0
YLR203C,36.0
YLR204W,30.0
YLR205C,47.0
YLR206W,27.0
YLR207W,26.0
YLR208W,14.0
YLR209C,20.0
YLR210W,22.0
YLR211C,19.0
YLR212C,38.0
YLR213C,37.0
YLR214W,56.0
YLR215C,10.0
YLR216C,44.0
YLR217W,28.0
YLR218C,26.0
YLR219W,22.0
YLR220W,38.0
YLR221C,33.0
YLR222C,38.0
YLR222C-A,
YLR223C,27.0
YLR224W,20.0
YLR225C,37.0
YLR226W,15.0
YLR227C,26.0
YLR227W-A,20.0
YLR227W-B,13.0
YLR228C,35.0
YLR229C,29.0
YLR230W,22.0
YLR231C,42.0
YLR232W,33.0
YLR233C,33.0
YLR234W,34.0
YLR235C,11.0
YLR236C,14.0
YLR237W,60.0
YLR238W,24.0
YLR239C,23.0
YLR240W,18.0
YLR241W,19.0
YLR242C,23.0
YLR243W,23.0
YLR244C,25.0
YLR245C,20.0
YLR246W,17.0
YLR247C,25.0
YLR248W,34.0
YLR249W,46.0
YLR250W,33.0
YLR251W,53.0
YLR252W,42.0
YLR253W,21.0
YLR254C,36.0
YLR255C,31.0
YLR256W,41.0
YLR256W-A,23.0
YLR257W,52.0
YLR258W,61.0
YLR259C,40.0
YLR260W,31.0
YLR261C,24.0
YLR262C,37.0
YLR262C-A,34.0
YLR263W,27.0
YLR264C-A,10.0
YLR264W,51.0
YLR265C,33.0
YLR266C,26.0
YLR267W,53.0
YLR268W,24.0
YLR269C,33.0
YLR270W,36.0
YLR271W,23.0
YLR272C,18.0
YLR273C,24.0
YLR274W,29.0
YLR275W,31.0
YLR276C,31.0
YLR277C,24.0
YLR278C,32.0
YLR279W,19.0
YLR280C,22.0
YLR281C,33.0
YLR282C,13.0
YLR283W,25.0
YLR284C,29.0
YLR285C-A,6.0
YLR285W,29.0
YLR286C,68.0
YLR286W-A,
YLR287C,28.0
YLR287C-A,58.0
YLR288C,22.0
YLR289W,19.0
YLR290C,32.0
YLR291C,15.0
YLR292C,45.0
YLR293C,31.0
YLR294C,51.0
YLR295C,46.0
YLR296W,24.0
YLR297W,93.0
YLR298C,25.0
YLR299C-A,
YLR299W,44.0
YLR300W,69.0
YLR301W,29.0
YLR302C,46.0
YLR303W,58.0
YLR304C,64.0
YLR305C,18.0
YLR306W,28.0
YLR307C-A,9.0
YLR307W,33.0
YLR308W,26.0
YLR309C,22.0
YLR310C,17.0
YLR311C,24.0
YLR312C,46.0
YLR312W-A,35.0
YLR313C,24.0
YLR314C,23.0
YLR315W,26.0
YLR316C,18.0
YLR317W,14.0
YLR318W,23.0
YLR319C,22.0
YLR320W,20.0
YLR321C,23.0
YLR322W,20.0
YLR323C,15.0
YLR324W,25.0
YLR325C,46.0
YLR326W,42.0
YLR327C,70.0
YLR328W,44.0
YLR329W,23.0
YLR330W,21.0
YLR331C,18.0
YLR332W,47.0
YLR333C,44.0
YLR334C,37.0
YLR335W,27.0
YLR336C,15.0
YLR337C,28.0
YLR338W,19.0
YLR339C,47.0
YLR340W,56.0
YLR341W,36.0
YLR342W,47.0
YLR342W-A,3.0
YLR343W,70.0
YLR344W,46.0
YLR345W,40.0
YLR346C,46.0
YLR347C,24.0
YLR347W-A,
YLR348C,60.0
YLR349W,63.0
YLR350W,50.0
YLR351C,30.0
YLR352W,26.0
YLR353W,31.0
YLR354C,38.0
YLR355C,57.0
YLR356W,55.0
YLR357W,22.0
YLR358C,14.0
YLR359W,44.0
YLR360W,23.0
YLR361C,18.0
YLR361C-A,4.0
YLR362W,24.0
YLR363C,21.0
YLR363W-A,12.0
YLR364C-A,
YLR364W,34.0
YLR365W,15.0
YLR366W,26.0
YLR367W,53.0
YLR368W,17.0
YLR369W,21.0
YLR370C,23.0
YLR371W,17.0
YLR372W,53.0
YLR373C,26.0
YLR374C,49.0
YLR375W,54.0
YLR376C,20.0
YLR377C,43.0
YLR378C,28.0
YLR379W,28.0
YLR380W,52.0
YLR381W,19.0
YLR382C,24.0
YLR383W,22.0
YLR384C,25.0
YLR385C,14.0
YLR386W,14.0
YLR387C,45.0
YLR388W,47.0
YLR389C,26.0
YLR390W,25.0
YLR390W-A,44.0
YLR392C,19.0
YLR393W,16.0
YLR394W,26.0
YLR395C,55.0
YLR396C,20.0
YLR397C,39.0
YLR398C,34.0
YLR399C,38.0
YLR399W-A,
YLR400W,24.0
YLR401C,36.0
YLR402W,20.0
YLR403W,29.0
YLR404W,14.0
YLR405W,24.0
YLR406C,41.0
YLR406C-A,7.0
YLR407W,25.0
YLR408C,27.0
YLR409C,31.0
YLR410W,22.0
YLR410W-A,25.0
YLR410W-B,29.0
YLR411W,25.0
YLR412C-A,10.0
YLR412W,45.0
YLR413W,57.0
YLR414C,59.0
YLR415C,28.0
YLR416C,37.0
YLR417W,26.0
YLR418C,15.0
YLR419W,16.0
YLR420W,58.0
YLR421C,43.0
YLR422W,18.0
YLR423C,30.0
YLR424W,23.0
YLR425W,17.0
YLR426W,17.0
YLR427W,35.0
YLR428C,28.0
YLR429W,23.0
YLR430W,23.0
YLR431C,26.0
YLR432W,46.0
YLR433C,33.0
YLR434C,
YLR435W,36.0
YLR436C,27.0
YLR437C,42.0
YLR437C-A,
YLR438C-A,53.0
YLR438W,64.0
YLR439W,59.0
YLR440C,20.0
YLR441C,37.0
YLR442C,15.0
YLR443W,17.0
YLR444C,16.0
YLR445W,20.0
YLR446W,24.0
YLR447C,34.0
YLR448W,37.0
YLR449W,33.0
YLR450W,21.0
YLR451W,26.0
YLR452C,60.0
YLR453C,23.0
YLR454W,32.0
YLR455W,28.0
YLR456W,25.0
YLR457C,20.0
YLR458W,13.0
YLR459W,26.0
YLR460C,43.0
YLR461W,53.0
YLR462W,44.0
YLR463C,38.0
YLR464W,29.0
YLR465C,32.0
YLR466C-A,
YLR466C-B,8.0
YLR466W,47.0
YLR467C-A,
YLR467W,51.0
YML001W,23.0
YML002W,25.0
YML003W,29.0
YML004C,41.0
YML005W,24.0
YML006C,32.0
YML007C-A,16.0
YML007W,50.0
YML008C,47.0
YML009C,46.0
YML009C-A,6.0
YML009W-B,5.0
YML010W,29.0
YML011C,17.0
YML012C-A,4.0
YML012W,20.0
YML013W,21.0
YML014W,18.0
YML015C,24.0
YML016C,17.0
YML017W,21.0
YML018C,33.0
YML019W,25.0
YML020W,17.0
YML021C,19.0
YML022W,25.0
YML023C,27.0
YML024W,41.0
YML025C,29.0
YML026C,43.0
YML027W,64.0
YML028W,47.0
YML029W,28.0
YML030W,25.0
YML031C-A,
YML031W,18.0
YML032C,16.0
YML034C-A,8.0
YML034W,21.0
YML035C,30.0
YML036W,17.0
YML037C,22.0
YML038C,23.0
YML039W,13.0
YML040W,23.0
YML041C,26.0
YML042W,48.0
YML043C,25.0
YML045W,16.0
YML045W-A,25.0
YML046W,32.0
YML047C,29.0
YML047W-A,5.0
YML048W,15.0
YML049C,18.0
YML050W,32.0
YML051W,25.0
YML052W,58.0
YML053C,37.0
YML054C,50.0
YML054C-A,5.0
YML055W,47.0
YML056C,52.0
YML057C-A,8.0
YML057W,34.0
YML058W,39.0
YML058W-A,49.0
YML059C,33.0
YML060W,15.0
YML061C,17.0
YML062C,19.0
YML063W,51.0
YML064C,28.0
YML065W,19.0
YML066C,26.0
YML067C,22.0
YML068W,12.0
YML069W,14.0
YML070W,32.0
YML071C,19.0
YML072C,27.0
YML073C,44.0
YML074C,16.0
YML075C,36.0
YML076C,25.0
YML077W,30.0
YML078W,23.0
YML079W,18.0
YML080W,20.0
YML081C-A,58.0
YML081W,27.0
YML082W,24.0
YML083C,34.0
YML084W,27.0
YML085C,42.0
YML086C,37.0
YML087C,41.0
YML088W,32.0
YML089C,33.0
YML090W,20.0
YML091C,45.0
YML092C,20.0
YML093W,36.0
YML094C-A,4.0
YML094W,43.0
YML095C,18.0
YML096W,18.0
YML097C,19.0
YML098W,23.0
YML099C,23.0
YML099W-A,5.0
YML100W,75.0
YML100W-A,27.0
YML101C,42.0
YML101C-A,15.0
YML102W,18.0
YML103C,20.0
YML104C,18.0
YML105C,18.0
YML106W,24.0
YML107C,32.0
YML108W,37.0
YML109W,31.0
YML110C,23.0
YML111W,28.0
YML112W,28.0
YML113W,36.0
YML114C,36.0
YML115C,27.0
YML116W,51.0
YML116W-A,6.0
YML117W,27.0
YML118W,26.0
YML119W,35.0
YML120C,68.0
YML121W,44.0
YML122C,21.0
YML123C,63.0
YML124C,37.0
YML125C,38.0
YML126C,49.0
YML127W,20.0
YML128C,57.0
YML129C,23.0
YML130C,64.0
YML131W,57.0
YML132W,47.0
YML133C,38.0
YML133W-A,
YML133W-B,
YMR001C,54.0
YMR001C-A,9.0
YMR002W,43.0
YMR003W,52.0
YMR004W,23.0
YMR005W,22.0
YMR006C,71.0
YMR007W,29.0
YMR008C,45.0
YMR009W,51.0
YMR010W,26.0
YMR011W,77.0
YMR012W,28.0
YMR013C,37.0
YMR013C-A,
YMR013W-A,19.0
YMR014W,44.0
YMR015C,51.0
YMR016C,52.0
YMR017W,64.0
YMR018W,27.0
YMR019W,28.0
YMR020W,33.0
YMR021C,22.0
YMR022W,27.0
YMR023C,78.0
YMR024W,20.0
YMR025W,21.0
YMR026C,21.0
YMR027W,38.0
YMR028W,21.0
YMR029C,18.0
YMR030W,25.0
YMR030W-A,2.0
YMR031C,27.0
YMR031W-A,14.0
YMR032W,38.0
YMR033W,31.0
YMR034C,119.0
YMR035W,34.0
YMR036C,24.0
YMR037C,64.0
YMR038C,45.0
YMR039C,34.0
YMR040W,50.0
YMR041C,38.0
YMR042W,54.0
YMR043W,36.0
YMR044W,26.0
YMR045C,27.0
YMR046C,24.0
YMR046W-A,32.0
YMR047C,17.0
YMR048W,23.0
YMR049C,38.0
YMR050C,23.0
YMR051C,22.0
YMR052C-A,18.0
YMR052W,31.0
YMR053C,29.0
YMR054W,27.0
YMR055C,22.0
YMR056C,48.0
YMR057C,19.0
YMR058W,64.0
YMR059W,18.0
YMR060C,22.0
YMR061W,18.0
YMR062C,52.0
YMR063W,17.0
YMR064W,23.0
YMR065W,25.0
YMR066W,18.0
YMR067C,24.0
YMR068W,18.0
YMR069W,30.0
YMR070W,52.0
YMR071C,38.0
YMR072W,51.0
YMR073C,18.0
YMR074C,34.0
YMR075C-A,8.0
YMR075W,22.0
YMR076C,28.0
YMR077C,15.0
YMR078C,28.0
YMR079W,33.0
YMR080C,20.0
YMR081C,63.0
YMR082C,18.0
YMR083W,58.0
YMR084W,46.0
YMR085W,46.0
YMR086C-A,23.0
YMR086W,22.0
YMR087W,25.0
YMR088C,28.0
YMR089C,20.0
YMR090W,41.0
YMR091C,24.0
YMR092C,28.0
YMR093W,41.0
YMR094W,27.0
YMR095C,35.0
YMR096W,43.0
YMR097C,24.0
YMR098C,25.0
YMR099C,28.0
YMR100W,29.0
YMR101C,35.0
YMR102C,51.0
YMR103C,51.0
YMR104C,60.0
YMR105C,74.0
YMR105W-A,2.0
YMR106C,20.0
YMR107W,48.0
YMR108W,40.0
YMR109W,21.0
YMR110C,44.0
YMR111C,26.0
YMR112C,34.0
YMR113W,19.0
YMR114C,21.0
YMR115W,18.0
YMR116C,44.0
YMR117C,26.0
YMR118C,39.0
YMR119W,29.0
YMR119W-A,33.0
YMR120C,57.0
YMR121C,46.0
YMR122C,25.0
YMR122W-A,35.0
YMR123W,32.0
YMR124W,22.0
YMR125W,30.0
YMR126C,23.0
YMR127C,17.0
YMR128W,23.0
YMR129W,18.0
YMR130W,26.0
YMR131C,43.0
YMR132C,18.0
YMR133W,32.0
YMR134W,44.0
YMR135C,55.0
YMR135W-A,36.0
YMR136W,73.0
YMR137C,18.0
YMR138W,28.0
YMR139W,37.0
YMR140W,48.0
YMR141C,22.0
YMR141W-A,
YMR142C,44.0
YMR143W,27.0
YMR144W,54.0
YMR145C,90.0
YMR146C,51.0
YMR147W,28.0
YMR148W,17.0
YMR149W,21.0
YMR150C,15.0
YMR151W,7.0
YMR152W,23.0
YMR153C-A,12.0
YMR153W,14.0
YMR154C,16.0
YMR155W,25.0
YMR156C,9.0
YMR157C,22.0
YMR158C-A,8.0
YMR158W,28.0
YMR158W-B,
YMR159C,18.0
YMR160W,22.0
YMR161W,10.0
YMR162C,21.0
YMR163C,20.0
YMR164C,26.0
YMR165C,38.0
YMR166C,20.0
YMR167W,14.0
YMR168C,16.0
YMR169C,67.0
YMR170C,34.0
YMR171C,43.0
YMR172C-A,24.0
YMR172W,24.0
YMR173W,72.0
YMR173W-A,55.0
YMR174C,52.0
YMR175W,48.0
YMR175W-A,5.0
YMR176W,30.0
YMR177W,29.0
YMR178W,34.0
YMR179W,35.0
YMR180C,20.0
YMR181C,61.0
YMR182C,38.0
YMR182W-A,6.0
YMR183C,28.0
YMR184W,39.0
YMR185W,28.0
YMR186W,66.0
YMR187C,25.0
YMR188C,39.0
YMR189W,68.0
YMR190C,19.0
YMR191W,37.0
YMR192W,44.0
YMR193C-A,19.0
YMR193W,50.0
YMR194C-A,32.0
YMR194C-B,22.0
YMR194W,64.0
YMR195W,67.0
YMR196W,44.0
YMR197C,27.0
YMR198W,29.0
YMR199W,87.0
YMR200W,29.0
YMR201C,24.0
YMR202W,35.0
YMR203W,31.0
YMR204C,18.0
YMR205C,40.0
YMR206W,39.0
YMR207C,13.0
YMR208W,22.0
YMR209C,14.0
YMR210W,20.0
YMR211W,45.0
YMR212C,19.0
YMR213W,19.0
YMR214W,35.0
YMR215W,74.0
YMR216C,24.0
YMR217W,33.0
YMR218C,15.0
YMR219W,20.0
YMR220W,49.0
YMR221C,32.0
YMR222C,24.0
YMR223W,19.0
YMR224C,15.0
YMR225C,35.0
YMR226C,30.0
YMR227C,24.0
YMR228W,23.0
YMR229C,41.0
YMR230W,56.0
YMR230W-A,11.0
YMR231W,27.0
YMR232W,25.0
YMR233W,21.0
YMR234W,20.0
YMR235C,32.0
YMR236W,32.0
YMR237W,30.0
YMR238W,27.0
YMR239C,30.0
YMR240C,34.0
YMR241W,32.0
YMR242C,43.0
YMR242W-A,7.0
YMR243C,32.0
YMR244C-A,24.0
YMR244W,29.0
YMR245W,25.0
YMR246W,49.0
YMR247C,25.0
YMR247W-A,5.0
YMR250W,69.0
YMR251W,38.0
YMR251W-A,76.0
YMR252C,33.0
YMR253C,28.0
YMR254C,17.0
YMR255W,32.0
YMR256C,68.0
YMR257C,37.0
YMR258C,40.0
YMR259C,25.0
YMR260C,44.0
YMR261C,22.0
YMR262W,25.0
YMR263W,31.0
YMR264W,12.0
YMR265C,40.0
YMR266W,49.0
YMR267W,21.0
YMR268C,11.0
YMR269W,21.0
YMR270C,17.0
YMR271C,38.0
YMR272C,46.0
YMR272W-A,
YMR272W-B,7.0
YMR273C,18.0
YMR274C,27.0
YMR275C,20.0
YMR276W,59.0
YMR277W,28.0
YMR278W,28.0
YMR279C,32.0
YMR280C,31.0
YMR281W,19.0
YMR282C,14.0
YMR283C,20.0
YMR284W,24.0
YMR285C,20.0
YMR286W,31.0
YMR287C,20.0
YMR288W,17.0
YMR289W,24.0
YMR290C,38.0
YMR290W-A,29.0
YMR291W,49.0
YMR292W,25.0
YMR293C,8.0
YMR294W,15.0
YMR294W-A,26.0
YMR295C,39.0
YMR296C,34.0
YMR297W,35.0
YMR298W,32.0
YMR299C,23.0
YMR300C,35.0
YMR301C,17.0
YMR302C,22.0
YMR303C,68.0
YMR304C-A,39.0
YMR304W,30.0
YMR305C,60.0
YMR306C-A,22.0
YMR306W,40.0
YMR307C-A,
YMR307W,41.0
YMR308C,17.0
YMR309C,30.0
YMR310C,28.0
YMR311C,18.0
YMR312W,32.0
YMR313C,16.0
YMR314W,58.0
YMR315W,52.0
YMR315W-A,6.0
YMR316C-A,22.0
YMR316C-B,10.0
YMR316W,54.0
YMR317W,35.0
YMR318C,36.0
YMR319C,65.0
YMR320W,21.0
YMR321C,47.0
YMR322C,49.0
YMR323W,45.0
YMR324C,19.0
YMR325W,33.0
YMR326C,15.0
YNL001W,26.0
YNL002C,30.0
YNL003C,27.0
YNL004W,21.0
YNL005C,23.0
YNL006W,27.0
YNL007C,62.0
YNL008C,23.0
YNL009W,36.0
YNL010W,33.0
YNL011C,24.0
YNL012W,28.0
YNL013C,11.0
YNL014W,32.0
YNL015W,49.0
YNL016W,44.0
YNL017C,20.0
YNL018C,30.0
YNL019C,20.0
YNL020C,25.0
YNL021W,9.0
YNL022C,15.0
YNL023C,12.0
YNL024C,27.0
YNL024C-A,7.0
YNL025C,26.0
YNL026W,20.0
YNL027W,26.0
YNL028W,12.0
YNL029C,20.0
YNL030W,66.0
YNL031C,59.0
YNL032W,22.0
YNL033W,28.0
YNL034W,28.0
YNL035C,31.0
YNL036W,65.0
YNL037C,57.0
YNL038W,21.0
YNL039W,21.0
YNL040W,18.0
YNL041C,15.0
YNL042W,29.0
YNL042W-B,9.0
YNL043C,32.0
YNL044W,41.0
YNL045W,43.0
YNL046W,28.0
YNL047C,17.0
YNL048W,10.0
YNL049C,28.0
YNL050C,25.0
YNL051W,31.0
YNL052W,57.0
YNL053W,32.0
YNL054W,19.0
YNL054W-A,27.0
YNL054W-B,15.0
YNL055C,65.0
YNL056W,29.0
YNL057W,39.0
YNL058C,47.0
YNL059C,21.0
YNL061W,32.0
YNL062C,36.0
YNL063W,17.0
YNL064C,56.0
YNL065W,82.0
YNL066W,63.0
YNL067W,45.0
YNL067W-A,8.0
YNL067W-B,11.0
YNL068C,34.0
YNL069C,38.0
YNL070W,50.0
YNL071W,25.0
YNL072W,22.0
YNL073W,25.0
YNL074C,36.0
YNL075W,28.0
YNL076W,36.0
YNL077W,27.0
YNL078W,51.0
YNL079C,35.0
YNL080C,25.0
YNL081C,30.0
YNL082W,20.0
YNL083W,19.0
YNL084C,22.0
YNL085W,28.0
YNL086W,17.0
YNL087W,37.0
YNL088W,29.0
YNL089C,30.0
YNL090W,44.0
YNL091W,22.0
YNL092W,36.0
YNL093W,26.0
YNL094W,42.0
YNL095C,24.0
YNL096C,46.0
YNL097C,26.0
YNL097C-B,12.0
YNL097W-A,
YNL098C,40.0
YNL099C,24.0
YNL100W,44.0
YNL101W,26.0
YNL102W,28.0
YNL103W,35.0
YNL103W-A,
YNL104C,38.0
YNL105W,7.0
YNL106C,9.0
YNL107W,30.0
YNL108C,25.0
YNL109W,20.0
YNL110C,38.0
YNL111C,30.0
YNL112W,49.0
YNL113W,27.0
YNL114C,13.0
YNL115C,47.0
YNL116W,55.0
YNL117W,48.0
YNL118C,41.0
YNL119W,19.0
YNL120C,16.0
YNL121C,23.0
YNL122C,26.0
YNL123W,19.0
YNL124W,32.0
YNL125C,29.0
YNL126W,30.0
YNL127W,21.0
YNL128W,28.0
YNL129W,22.0
YNL130C,24.0
YNL130C-A,4.0
YNL131W,14.0
YNL132W,38.0
YNL133C,23.0
YNL134C,57.0
YNL135C,31.0
YNL136W,21.0
YNL137C,20.0
YNL138W,23.0
YNL138W-A,4.0
YNL139C,18.0
YNL140C,18.0
YNL141W,56.0
YNL142W,35.0
YNL143C,22.0
YNL144C,41.0
YNL144W-A,
YNL145W,49.0
YNL146C-A,13.0
YNL146W,60.0
YNL147W,46.0
YNL148C,34.0
YNL149C,53.0
YNL150W,36.0
YNL151C,20.0
YNL152W,34.0
YNL153C,14.0
YNL154C,25.0
YNL155W,41.0
YNL156C,20.0
YNL157W,32.0
YNL158W,20.0
YNL159C,17.0
YNL160W,89.0
YNL161W,21.0
YNL162W,55.0
YNL162W-A,16.0
YNL163C,21.0
YNL164C,28.0
YNL165W,24.0
YNL166C,27.0
YNL167C,26.0
YNL168C,19.0
YNL169C,31.0
YNL170W,17.0
YNL171C,17.0
YNL172W,26.0
YNL173C,38.0
YNL174W,20.0
YNL175C,26.0
YNL176C,35.0
YNL177C,15.0
YNL178W,56.0
YNL179C,37.0
YNL180C,59.0
YNL181W,18.0
YNL182C,49.0
YNL183C,29.0
YNL184C,22.0
YNL185C,18.0
YNL186W,22.0
YNL187W,18.0
YNL188W,25.0
YNL189W,30.0
YNL190W,39.0
YNL191W,27.0
YNL192W,53.0
YNL193W,29.0
YNL194C,50.0
YNL195C,41.0
YNL196C,20.0
YNL197C,34.0
YNL198C,15.0
YNL199C,21.0
YNL200C,49.0
YNL201C,20.0
YNL202W,33.0
YNL203C,16.0
YNL204C,28.0
YNL205C,18.0
YNL206C,19.0
YNL207W,18.0
YNL208W,47.0
YNL209W,34.0
YNL210W,24.0
YNL211C,31.0
YNL212W,21.0
YNL213C,18.0
YNL214W,17.0
YNL215W,20.0
YNL216W,19.0
YNL217W,47.0
YNL218W,26.0
YNL219C,26.0
YNL220W,40.0
YNL221C,27.0
YNL222W,26.0
YNL223W,21.0
YNL224C,22.0
YNL225C,20.0
YNL226W,14.0
YNL227C,26.0
YNL228W,16.0
YNL229C,18.0
YNL230C,25.0
YNL231C,47.0
YNL232W,27.0
YNL233W,22.0
YNL234W,49.0
YNL235C,18.0
YNL236W,13.0
YNL237W,34.0
YNL238W,26.0
YNL239W,42.0
YNL240C,32.0
YNL241C,66.0
YNL242W,21.0
YNL243W,33.0
YNL244C,44.0
YNL245C,20.0
YNL246W,17.0
YNL247W,30.0
YNL248C,30.0
YNL249C,13.0
YNL250W,19.0
YNL251C,36.0
YNL252C,28.0
YNL253W,22.0
YNL254C,26.0
YNL255C,39.0
YNL256W,35.0
YNL257C,20.0
YNL258C,20.0
YNL259C,53.0
YNL260C,27.0
YNL261W,20.0
YNL262W,19.0
YNL263C,27.0
YNL264C,52.0
YNL265C,20.0
YNL266W,27.0
YNL267W,17.0
YNL268W,31.0
YNL269W,21.0
YNL270C,33.0
YNL271C,25.0
YNL272C,14.0
YNL273W,19.0
YNL274C,53.0
YNL275W,29.0
YNL276C,23.0
YNL277W,53.0
YNL277W-A,14.0
YNL278W,25.0
YNL279W,69.0
YNL280C,26.0
YNL281W,35.0
YNL282W,37.0
YNL283C,53.0
YNL284C,34.0
YNL284C-A,22.0
YNL284C-B,13.0
YNL285W,21.0
YNL286W,20.0
YNL287W,33.0
YNL288W,31.0
YNL289W,104.0
YNL290W,31.0
YNL291C,19.0
YNL292W,19.0
YNL293W,23.0
YNL294C,29.0
YNL295W,22.0
YNL296W,12.0
YNL297C,16.0
YNL298W,31.0
YNL299W,23.0
YNL300W,79.0
YNL301C,43.0
YNL302C,39.0
YNL303W,25.0
YNL304W,18.0
YNL305C,44.0
YNL306W,49.0
YNL307C,39.0
YNL308C,35.0
YNL309W,38.0
YNL310C,38.0
YNL311C,25.0
YNL312W,56.0
YNL313C,30.0
YNL314W,16.0
YNL315C,33.0
YNL316C,15.0
YNL317W,15.0
YNL318C,17.0
YNL319W,17.0
YNL320W,17.0
YNL321W,34.0
YNL322C,45.0
YNL323W,17.0
YNL324W,22.0
YNL325C,17.0
YNL326C,17.0
YNL327W,54.0
YNL328C,27.0
YNL329C,28.0
YNL330C,21.0
YNL331C,24.0
YNL332W,45.0
YNL333W,39.0
YNL334C,30.0
YNL335W,33.0
YNL336W,48.0
YNL337W,62.0
YNL338W,54.0
YNL339C,63.0
YNL339W-A,
YNL339W-B,
YNR001C,72.0
YNR001W-A,10.0
YNR002C,43.0
YNR003C,30.0
YNR003W-A,
YNR004W,23.0
YNR005C,6.0
YNR006W,32.0
YNR007C,23.0
YNR008W,26.0
YNR009W,47.0
YNR010W,24.0
YNR011C,21.0
YNR012W,29.0
YNR013C,30.0
YNR014W,50.0
YNR015W,28.0
YNR016C,49.0
YNR017W,52.0
YNR018W,61.0
YNR019W,56.0
YNR020C,26.0
YNR021W,23.0
YNR022C,35.0
YNR023W,15.0
YNR024W,25.0
YNR025C,23.0
YNR026C,33.0
YNR027W,26.0
YNR028W,37.0
YNR029C,24.0
YNR030W,26.0
YNR031C,18.0
YNR032C-A,25.0
YNR032W,25.0
YNR033W,24.0
YNR034W,40.0
YNR034W-A,27.0
YNR035C,49.0
YNR036C,28.0
YNR037C,43.0
YNR038W,49.0
YNR039C,18.0
YNR040W,21.0
YNR041C,27.0
YNR042W,28.0
YNR043W,37.0
YNR044W,86.0
YNR045W,23.0
YNR046W,28.0
YNR047W,23.0
YNR048W,15.0
YNR049C,24.0
YNR050C,58.0
YNR051C,28.0
YNR052C,26.0
YNR053C,41.0
YNR054C,36.0
YNR055C,38.0
YNR056C,32.0
YNR057C,31.0
YNR058W,35.0
YNR059W,28.0
YNR060W,54.0
YNR061C,31.0
YNR062C,25.0
YNR063W,23.0
YNR064C,32.0
YNR065C,36.0
YNR066C,69.0
YNR067C,53.0
YNR068C,34.0
YNR069C,32.0
YNR070W,27.0
YNR071C,63.0
YNR072W,61.0
YNR073C,42.0
YNR074C,24.0
YNR075C-A,3.0
YNR075W,33.0
YNR076W,45.0
YNR077C,20.0
YOL001W,22.0
YOL002C,54.0
YOL003C,24.0
YOL004W,22.0
YOL005C,27.0
YOL006C,24.0
YOL007C,56.0
YOL008W,20.0
YOL009C,19.0
YOL010W,32.0
YOL011W,46.0
YOL012C,42.0
YOL013C,29.0
YOL013W-A,36.0
YOL013W-B,1.0
YOL014W,47.0
YOL015W,22.0
YOL016C,45.0
YOL017W,25.0
YOL018C,24.0
YOL019W,50.0
YOL019W-A,8.0
YOL020W,41.0
YOL021C,23.0
