,Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity
81,PFA3,YNL326C,below threshold,18.92,,vacuole membrane,45.9588,vacuole,52.1603,below threshold,21.5247
429,PFA4,YOL003C,below threshold,14.41,,ER,50.2566,"ER,vacuole",62.7536,below threshold,18.4599
34,PFA5,YDR459C,below threshold,14.78,,cell periphery,65.2894,"cell periphery,vacuole",102.676,below threshold,20.7806
1455,PFD1,YJL179W,cytosol,26.49,,cytosol,0.0,cytosol,251.171,cytosol,39.1819
100,PFF1,YBR074W,,,,"punctate,vacuole membrane",129.991,"punctate,vacuole membrane",141.377,punctate,26.8325
893,PFK1,YGR240C,punctate,23.17,,cytosol,383.205,cytosol,298.682,cytosol,422.028
1751,PFK2,YMR205C,cytosol,826.14,,cytosol,243.995,cytosol,196.338,cytosol,119.353
1320,PFK26,YIL107C,cytosol,19.71,,cytosol,70.9792,cytosol,108.098,cytosol,37.3523
1925,PFK27,YOL136C,punctate,31.1,,cytosol,23.84,cytosol,48.7102,below threshold,22.4935
1051,PFS1,YHR185C,below threshold,18.34,,"cytosol,punctate",71.4779,punctate,19.0212,below threshold,19.4864
2108,PFS2,YNL317W,nucleus,26.24,,"cytosol,nucleus",50.6906,"cytosol,nucleus",31.2366,nucleus,35.6065
2140,PFY1,YOR122C,below threshold,16.45,,cytosol,137.355,cytosol,14.2098,cytosol,128.19799999999998
700,PGA1,YNL158W,nuclear periphery,46.91,,nuclear periphery,29.3478,"ambiguous,ER",6.13917,missing,
461,PGA2,YNL149C,ER,70.99,,"ER,punctate",243.91400000000002,"ER,punctate",228.9,missing,0.0
305,PGA3,YML125C,ER,74.63,,ER,112.338,ER,226.62599999999998,ER,49.0774
404,PGC1,YPL206C,,,,punctate,87.8281,"ER,punctate",29.0928,punctate,33.5779
385,PGD1,YGL025C,nucleus,27.21,,"cytosol,nucleus",70.0395,nucleus,84.5337,nucleus,24.5893
490,PGI1,YBR196C,cytosol,856.73,,cytosol,379.61199999999997,cytosol,451.85900000000004,cytosol,20.2132
1933,PGM1,YKL127W,cytosol,29.67,,cytosol,250.345,cytosol,121.35600000000001,cytosol,22.8888
1967,PGM2,YMR105C,"nucleus,cytosol",299.5,,cytosol,156.988,cytosol,75.9342,cytosol,101.387
118,PGS1,YCL004W,,,,mitochondria,69.7884,mitochondria,48.7102,mitochondria,24.660999999999998
788,PGU1,YJR153W,,,,"ER,vacuole",104.84,vacuole,48.2739,below threshold,20.0163
1457,PHA2,YNL316C,cytosol,18.99,,cytosol,98.2156,cytosol,111.24600000000001,cytosol,28.3116
825,PHB1,YGR132C,mitochondria,36.05,,"cytosol,punctate",62.9254,cytosol,26.2722,punctate,24.8175
2068,PHB2,YGR231C,,,,"cytosol,punctate",115.83,"cytosol,punctate",6.79132,punctate,62.9133
306,PHD1,YKL043W,nucleus,27.24,,nucleus,44.8159,nucleus,13.5343,below threshold,18.8811
3,PHM6,YDR281C,,,,vacuole,23.4629,vacuole,13.6938,vacuole,20.2824
464,PHM7,YOL084W,below threshold,19.7,,ER,76.7108,"ER,vacuole",126.67200000000001,vacuole,15.1866
1533,PHM8,YER037W,below threshold,18.46,,cytosol,77.6768,cytosol,0.0,below threshold,19.9141
237,PHO11,YAR071W,,,,"cell periphery,ER",52.3811,"cell periphery,vacuole",23.5401,below threshold,18.069000000000003
772,PHO13,YDL236W,cytosol,66.88,,cytosol,196.678,cytosol,294.73900000000003,cytosol,73.4699
813,PHO2,YDL106C,below threshold,12.95,,nucleus,0.0,nucleus,85.2317,nucleus,29.416
86,PHO23,YNL097C,nucleus,28.98,,nucleus,53.2186,nucleus,52.9645,nucleus,37.6917
690,PHO3,YBR092C,vacuole,26.63,,ER,49.3639,"cell periphery,vacuole",21.5575,below threshold,16.6832
1573,PHO4,YFR034C,,,,"cytosol,nucleus",48.8137,nucleus,54.3074,cytosol,31.9192
243,PHO5,YBR093C,,,,"cell periphery,ER",65.4907,"cell periphery,vacuole",32.5763,below threshold,20.5408
25,PHO8,YDR481C,below threshold,16.86,,vacuole membrane,120.99799999999999,vacuole membrane,160.97,below threshold,22.8913
866,PHO80,YOL001W,nucleus,16.85,,nucleus,50.354,nucleus,36.9694,"punctate,nucleus",18.3035
91,PHO81,YGR233C,"nucleus,cytosol",21.98,,cytosol,65.9176,"cytosol,punctate",62.5898,"cytosol,nucleus",48.8081
239,PHO84,YML123C,,,,ER,59.0663,vacuole,87.8069,"ER,vacuole",18.9227
1870,PHO85,YPL031C,"nucleus,cytosol",41.45,,cytosol,133.03,vacuole,0.0,nucleus,48.7068
264,PHO86,YJL117W,below threshold,14.62,,ER,129.621,ER,191.935,ER,58.9059
36,PHO87,YCR037C,ER,25.5,,cell periphery,65.4521,missing,0.0,"cell periphery,punctate",21.246
46,PHO89,YBR296C,below threshold,15.04,,ER,39.1477,ER,15.0691,below threshold,17.3853
95,PHO90,YJL198W,below threshold,13.94,,"cell periphery,punctate",107.26299999999999,cytosol,249.335,"punctate,mitochondria",49.3434
82,PHO91,YNR013C,ER,34.9,,vacuole membrane,118.111,vacuole membrane,88.6482,vacuole membrane,31.8918
740,PHO92,YDR374C,,,,cytosol,73.0924,missing,0.0,missing,
357,PHR1,YOR386W,nucleus,19.45,,mitochondria,62.9402,mitochondria,49.4967,nucleus,16.5145
262,PHS1,YJL097W,ER,53.3,,ER,183.84,ER,318.03700000000003,ER,55.951
113,PIB1,YDR313C,below threshold,18.2,,vacuole membrane,47.1437,vacuole membrane,64.6216,below threshold,17.7417
129,PIB2,YGL023C,below threshold,15.9,,vacuole membrane,88.6452,vacuole membrane,112.811,vacuole membrane,24.3555
78,PIC2,YER053C,mitochondria,26.16,,mitochondria,76.1177,below threshold,0.0,mitochondria,26.3194
295,PIF1,YML061C,nucleus,38.68,,mitochondria,77.5143,mitochondria,48.4816,"nucleus,mitochondria",24.6707
1819,PIG1,YLR273C,below threshold,16.54,,cytosol,43.9708,"cell periphery,vacuole",7.1675,below threshold,19.3175
2021,PIG2,YIL045W,cytosol,19.69,,"cytosol,punctate",57.1265,"cytosol,punctate",6.3865300000000005,punctate,22.4239
2114,PIH1,YHR034C,"nucleus,cytosol",24.05,,"cytosol,nucleus",67.5659,"cytosol,nucleus",,nucleus,34.2284
628,PIK1,YNL267W,,,,punctate,57.6306,punctate,63.0828,punctate,36.013000000000005
129,PIL1,YGR086C,punctate,395.69,,"cytosol,punctate",256.981,"cytosol,punctate",392.129,"cell periphery,punctate",293.939
100,PIM1,YBL022C,mitochondria,17.36,,mitochondria,103.11399999999999,missing,117.934,cytosol,57.648
86,PIN2,YOR104W,"punctate,cell periphery",31.58,,vacuole membrane,48.8778,vacuole,44.0364,"ambiguous,punctate",20.6739
1778,PIN3,YPR154W,cytosol,40.08,,cytosol,186.889,cytosol,192.717,cytosol,49.9802
700,PIN4,YBL051C,below threshold,15.68,,cytosol,91.7577,cytosol,104.954,cytosol,59.3679
702,PIP2,YOR363C,nucleus,17.2,,nucleus,43.994,nucleus,33.7668,ambiguous,22.5075
701,PIR1,YKL164C,,,,ER,56.8139,"cell periphery,vacuole",19.6154,below threshold,19.0513
699,PIR3,YKL163W,cytosol,18.62,,ER,52.7698,"cell periphery,vacuole",17.947,below threshold,19.8942
854,PIR5,YJL160C,,,,"ER,vacuole",30.1952,vacuole,11.8282,below threshold,19.1325
495,PIS1,YPR113W,"punctate,ER",52.52,,"ER,punctate",174.565,"ER,vacuole",278.568,ER,83.2779
7,PKC1,YBL105C,bud neck,,,bud neck,69.9779,"cytosol,bud neck",79.7159,bud neck,29.4605
58,PKH1,YDR490C,below threshold,18.49,,"cytosol,punctate",82.0925,punctate,90.9177,cytosol,19.8317
427,PKH2,YOL100W,below threshold,19.36,,punctate,48.1748,"cell periphery,punctate",34.9821,below threshold,13.706
29,PKH3,YDR466W,,,,"cytosol,bud",50.1889,bud,56.181999999999995,below threshold,21.0651
1697,PKP1,YIL042C,mitochondria,27.35,,cytosol,24.3918,below threshold,7.94303,below threshold,19.3674
1678,PKP2,YGL059W,,,,cytosol,48.9291,cytosol,20.7083,below threshold,19.0506
357,PKR1,YMR123W,ER,81.26,,ER,139.233,ER,352.634,ER,69.9425
830,PLB1,YMR008C,,,,"ER,punctate",45.956,"cell periphery,vacuole",23.5105,below threshold,29.3332
829,PLB2,YMR006C,,,,"ER,vacuole",55.5259,"cell periphery,vacuole",17.573,below threshold,19.4917
149,PLB3,YOL011W,,,,vacuole,22.4885,vacuole,7.94865,below threshold,22.4622
1173,PLC1,YPL268W,below threshold,14.25,,"cytosol,nucleus",46.0414,nucleus,30.423000000000002,below threshold,19.345
200,PLM2,YDR501W,below threshold,16.57,,"punctate,nucleus",41.508,nucleus,8.52022,below threshold,15.3816
1004,PLN1,YKR046C,,,,punctate,170.105,punctate,170.485,punctate,22.9223
780,PLP1,YDR183W,cytosol,22.73,5.11354,cytosol,104.28,cytosol,173.484,below threshold,16.7626
415,PLP2,YOR281C,cytosol,46.22,11.6975,cytosol,135.585,nucleus,243.74,cytosol,63.9078
142,PMA1,YGL008C,,,,cytosol,187.43900000000002,vacuole,355.293,cytosol,56.0756
184,PMA2,YPL036W,below threshold,16.72,6.39984,cell periphery,196.674,cell periphery,206.574,"cell periphery,punctate",23.49
55,PMC1,YGL006W,vacuole membrane,24.13,8.72302,vacuole membrane,114.1,vacuole membrane,133.469,vacuole membrane,27.4508
570,PMD1,YER132C,cytosol,24.97,7.253489999999999,cytosol,33.7366,cytosol,25.0606,below threshold,20.7267
1545,PMI40,YER003C,cytosol,82.47,27.8113,cytosol,104.301,cytosol,215.576,cytosol,70.1357
632,PML1,YLR016C,nucleus,22.04,5.021719999999999,nucleus,74.7683,nucleus,136.494,nucleus,25.0562
1260,PML39,YML107C,below threshold,18.5,4.32482,"punctate,nucleus",36.769,"punctate,nucleus",13.5187,"punctate,nuclear periphery",26.7415
1487,PMP1,YCR024C-A,vacuole:cell periphery,392.92,172.55200000000002,,,,,,
133,PMP2,YEL017C-A,"vacuole, cell periphery",460.51,147.686,"punctate,vacuole membrane",294.585,"ER,vacuole",472.974,"punctate,vacuole membrane",437.603
4,PMP3,YDR276C,,,,cell periphery,250.077,missing,,cell periphery,249.375
174,PMR1,YGL167C,ER,25.32,6.59589,punctate,128.592,punctate,151.556,punctate,34.2125
2116,PMS1,YNL082W,nucleus,17.64,4.77968,"cytosol,nucleus",44.7068,"cytosol,nucleus",55.7833,"punctate,nucleus",24.5479
23,PMT1,YDL095W,ER,26.38,7.8207699999999996,ER,71.9001,"cytosol,ER",79.7724,nucleus,38.8293
3,PMT2,YAL023C,ER,24.45,6.798430000000001,ER,149.063,ER,132.69299999999998,below threshold,22.0207
471,PMT3,YOR321W,,,,"ER,punctate",112.447,"ER,vacuole",134.811,below threshold,23.3464
334,PMT4,YJR143C,ER,19.95,5.1388,ER,162.484,ER,259.472,ER,46.1247
14,PMT5,YDL093W,below threshold,15.52,3.77969,ER,83.4207,"ER,vacuole",132.136,ER,27.9087
159,PMT6,YGR199W,below threshold,16.78,4.6397,ER,80.6444,ER,112.38,ER,29.226
41,PMT7,YDR307W,,,,ER,60.3832,ER,74.7854,ER,24.1759
1939,PMU1,YKL128C,cytosol,43.17,13.8572,"cytosol,punctate",110.51,"cytosol,punctate",150.082,punctate,44.6967
134,PNC1,YGL037C,punctate,143.77,45.7218,punctate,177.532,cytosol,327.639,punctate,169.61
1218,PNG1,YPL096W,below threshold,18.52,4.40067,"cytosol,nucleus",76.3438,nucleus,85.9823,below threshold,23.4637
61,PNO1,YOR145C,,,,nucleolus,95.5556,"nucleus,nucleolus",30.8993,"nucleus,nucleolus",87.7732
741,PNP1,YLR209C,below threshold,17.84,4.1793,cytosol,190.993,cytosol,339.583,cytosol,43.1933
145,PNS1,YOR161C,cell periphery,18.63,5.9198900000000005,cell periphery,111.259,"cell periphery,vacuole",173.725,below threshold,23.3911
85,PNT1,YOR266W,below threshold,14.78,3.45384,mitochondria,41.9125,mitochondria,313.654,below threshold,16.8482
115,POA1,YBR022W,below threshold,18.93,4.6913,below threshold,0.0,cytosol,200.445,cytosol,37.0093
296,POB3,YML069W,nucleus,71.92,20.8458,nucleus,153.28799999999998,nucleus,154.138,nucleus,55.9506
1037,POC4,YPL144W,below threshold,17.04,3.97179,cytosol,76.4573,cytosol,46.2371,cytosol,32.564
720,POF1,YCL047C,,,,cytosol,119.32799999999999,missing,,cytosol,25.6918
592,POG1,YIL122W,cytosol,18.85,4.61535,nucleus,53.1944,nucleus,0.0,"punctate,nucleus",22.2297
484,POL1,YNL102W,nucleus,30.66,9.00146,nucleus,69.1654,nucleus,31.9547,nucleus,36.8178
83,POL12,YBL035C,nucleus,30.2,7.393730000000001,nucleus,68.7119,nucleus,55.1726,nucleus,42.5234
380,POL2,YNL262W,below threshold,14.99,4.20905,"cytosol,nucleus",64.45100000000001,nucleus,56.147,below threshold,18.7547
421,POL3,YDL102W,nucleus,25.25,6.18764,nucleus,107.363,nucleus,33.6948,nucleus,30.4638
548,POL30,YBR088C,below threshold,16.29,3.4975099999999997,"punctate,nucleus",195.007,"punctate,nucleus",272.48400000000004,"punctate,nucleus",120.45700000000001
379,POL31,YJR006W,nucleus,23.47,5.59234,"cytosol,nucleus",76.5637,nucleus,132.996,nucleus,35.3016
604,POL32,YJR043C,below threshold,17.96,3.59971,nucleus,63.476000000000006,nucleus,21.2738,nucleus,34.0122
1774,POL4,YCR014C,nucleus,23.07,5.79332,cytosol,43.9684,nucleus,19.2639,below threshold,19.0715
107,POL5,YEL055C,nucleus,49.51,12.3405,nucleolus,138.345,nucleus,218.19400000000002,"nucleus,nucleolus",59.7979
126,POM152,YMR129W,nuclear periphery,22.05,6.22195,"cell periphery,nuclear periphery",61.4054,"ER,punctate",96.4202,below threshold,19.6739
347,POM33,YLL023C,,,,ER,153.18,"ER,punctate",320.966,ER,55.4885
364,POM34,YLR018C,below threshold,13.17,3.5914699999999997,nuclear periphery,53.9336,"ER,nuclear periphery",36.4447,"punctate,nuclear periphery",34.7231
191,POP1,YNL221C,cytosol,19.85,5.379919999999999,"nucleus,nucleolus",45.4757,missing,,nucleus,31.4331
1521,POP2,YNR052C,below threshold,17.63,4.133030000000001,cytosol,83.932,nucleus,78.6219,cytosol,33.7154
689,POP3,YNL282W,below threshold,17.7,3.37094,nucleus,46.2223,nucleus,0.0,nucleus,29.912
848,POP4,YBR257W,nucleus,24.03,6.42801,nucleus,38.4039,nucleus,8.10011,nucleus,26.5618
1511,POP5,YAL033W,below threshold,17.42,3.7530699999999997,,,,,,
554,POP6,YGR030C,nucleus,41.01,8.21083,nucleus,40.4085,nucleus,63.7919,nucleus,28.6347
388,POP7,YBR167C,nucleus,22.72,4.47136,nucleus,66.735,nucleus,17.3889,"punctate,nucleus",13.9824
1397,POP8,YBL018C,nucleus,35.93,9.13875,"cytosol,nucleus",83.6825,nucleus,118.84299999999999,below threshold,20.8152
48,POR1,YNL055c,mitochondria,83.02,37.6137,"cytosol,punctate",186.827,punctate,32.247,missing,0.0
27,POR2,YIL114C,below threshold,14.66,3.9820900000000004,mitochondria,50.916000000000004,mitochondria,12.5095,mitochondria,22.076
369,POS5,YPL188W,below threshold,15.2,3.8938,mitochondria,109.765,missing,,"cytosol,punctate",30.9967
200,POT1,YIL160C,,,,punctate,97.9951,punctate,157.246,punctate,19.4836
181,POX1,YGL205W,below threshold,15.97,3.79819,punctate,39.0503,punctate,57.2977,punctate,18.8547
393,PPA2,YMR267W,,,,mitochondria,78.756,missing,0.0,missing,0.0
1915,PPE1,YHR075C,below threshold,17.31,3.7642300000000004,cytosol,59.1169,cytosol,,cytosol,26.9988
1516,PPG1,YNR032W,cytosol,22.64,6.90517,,,,,,
946,PPH21,YDL134C,cytosol,36.48,9.988489999999999,cytosol,92.6834,nucleus,54.4974,nucleus,18.2604
1132,PPH22,YDL188C,below threshold,15.15,3.9485300000000003,"cytosol,punctate,nucleus",129.57299999999998,nucleus,37.6864,cytosol,34.6525
495,PPH3,YDR075W,nucleus:cytosol,27.12,7.200819999999999,"cytosol,punctate,nucleus",53.8311,"punctate,nucleus",14.0417,cytosol,31.5231
1180,PPM1,YDR435C,cytosol,22.05,6.17234,cytosol,98.1054,cytosol,176.74599999999998,below threshold,24.0271
701,PPM2,YOL141W,below threshold,16.46,4.276,cytosol,89.7541,cytosol,126.139,below threshold,27.8423
17,PPN1,YDR452W,cytosol,21.02,5.66213,vacuole,79.1259,vacuole,156.016,vacuole,28.5979
135,PPN2,YNL217W,,,,vacuole membrane,68.3997,vacuole membrane,103.895,below threshold,20.1584
1748,PPQ1,YPL179W,below threshold,16.26,3.717,cytosol,47.9795,cytosol,21.2143,cytosol,23.9081
1253,PPR1,YLR014C,below threshold,17.54,4.999280000000001,"cytosol,nucleus",49.4125,nucleus,50.9723,below threshold,16.0344
1225,PPS1,YBR276C,cytosol,19.43,4.328069999999999,cytosol,72.2595,cytosol,61.118,below threshold,18.3101
711,PPT1,YGR123C,cytosol,57.13,11.4119,"cytosol,punctate",155.076,cytosol,204.75400000000002,cytosol,58.5172
2165,PPT2,YPL148C,below threshold,17.61,4.16253,"cytosol,nucleus",58.0758,"cytosol,nucleus",97.0189,punctate,20.5716
169,PPX1,YHR201C,cytosol,45.16,11.0866,"punctate,nucleus",35.7493,"punctate,nucleus",30.6329,"ambiguous,ER",22.8345
2083,PPZ1,YML016C,cell periphery,42.4,11.7515,cytosol,48.8886,cytosol,111.279,cytosol,35.635
1979,PPZ2,YDR436W,cytosol,19.22,4.79042,cytosol,154.364,cytosol,33.4563,punctate,17.521
672,PRC1,YMR297W,cytosol,20.51,5.35048,ER,66.6872,vacuole,27.0775,"ER,punctate",31.5804
803,PRD1,YCL057W,cytosol,66.46,13.9049,cytosol,169.6,cytosol,207.829,nucleus,25.6
1526,PRE1,YER012W,below threshold,17.1,3.8436800000000004,,,,,,
80,PRE10,YOR362C,nucleus:cytosol,134.26,42.5563,nucleolus,177.238,nucleus,188.90200000000002,nucleus,115.185
296,PRE2,YPR103W,below threshold,17.1,3.17089,"cytosol,nucleus",200.40099999999998,"cytosol,punctate,nucleus",209.06900000000002,"punctate,nucleus",180.85299999999998
169,PRE3,YJL001W,nucleus,169.82,75.384,cytosol,94.8991,cytosol,239.425,below threshold,19.1048
195,PRE4,YFR050C,nucleus,221.23,74.2212,"cytosol,nucleus",129.054,cytosol,0.0,"cytosol,nucleus",106.00399999999999
1998,PRE5,YMR314W,nucleus,197.97,46.5035,"cytosol,nucleus",132.497,missing,15.4834,missing,
24,PRE6,YOL038W,nucleus,149.24,40.7846,"ambiguous,nucleus",111.323,nucleus,229.66099999999997,"punctate,mitochondria",21.539
19,PRE7,YBL041W,,,,"cytosol,nucleus",144.4,"cytosol,nucleus",239.71599999999998,missing,0.0
301,PRE8,YML092C,nucleus,150.44,48.6222,"punctate,nucleus",17.5612,below threshold,6.17087,below threshold,17.4522
1267,PRE9,YGR135W,nucleus,167.86,54.7987,"cytosol,nucleus",173.65200000000002,cytosol,255.989,below threshold,17.726
473,PRI1,YIR008C,nucleus,26.1,8.39109,"cytosol,nucleus",97.4968,nucleus,175.16400000000002,nucleus,34.3023
216,PRI2,YKL045W,nucleus,23.47,6.77545,nucleus,74.4079,nucleus,53.7258,nucleus,26.2718
18,PRK1,YIL095W,punctate,26.43,6.46701,"punctate,bud neck",62.2442,punctate,86.1218,"punctate,bud",17.7575
49,PRM1,YNL279W,below threshold,17.43,4.94541,"vacuole,bud neck",52.275,"cell periphery,vacuole",84.0109,below threshold,17.8156
263,PRM10,YJL108C,,,,ER,24.9333,ER,10.4115,below threshold,19.0015
799,PRM15,YMR278W,,,,cytosol,90.4635,cytosol,157.065,cytosol,42.0356
15,PRM2,YIL037C,below threshold,15.6,4.33208,"punctate,bud neck",41.7344,"cell periphery,vacuole",86.9204,below threshold,13.7716
435,PRM3,YPL192C,,,,nuclear periphery,124.37899999999999,vacuole membrane,85.6957,below threshold,17.5595
88,PRM4,YPL156C,punctate,18.04,5.18356,vacuole membrane,46.0866,vacuole,53.9453,below threshold,22.988000000000003
20,PRM5,YIL117C,below threshold,14.33,4.289219999999999,below threshold,15.5739,below threshold,5.0846,below threshold,14.067
48,PRM6,YML047C,below threshold,14.25,4.2287300000000005,vacuole,20.8414,vacuole,23.8593,below threshold,19.7728
810,PRM7,YDL039C,below threshold,15.51,4.41711,cytosol,26.0981,below threshold,6.02404,punctate,18.4992
135,PRM8,YGL053W,below threshold,18.34,4.91476,"ER,punctate",83.554,"ER,punctate",206.959,below threshold,15.9916
21,PRM9,YAR031W,below threshold,14.22,3.95378,"ER,punctate",44.032,"ER,punctate",51.9214,below threshold,12.7302
1198,PRO1,YDR300C,cytosol,95.19,22.8982,cytosol,103.76700000000001,cytosol,163.65,cytosol,55.6323
527,PRO2,YOR323C,cytosol,67.68,15.4602,cytosol,360.63199999999995,cytosol,333.906,cytosol,110.649
1535,PRO3,YER023W,cytosol,107.2,30.1747,cytosol,312.308,cytosol,415.774,cytosol,129.107
532,PRP11,YDL043C,below threshold,15.17,4.05061,nucleus,69.0564,nucleus,91.2008,nucleus,25.0639
1129,PRP16,YKR086W,below threshold,17.2,3.43652,nucleus,61.7301,nucleus,0.0,nucleus,25.9246
480,PRP18,YGR006W,below threshold,17.18,4.28292,"cytosol,nucleus",52.6924,nucleus,81.0267,nucleus,24.8045
1868,PRP19,YLL036C,nucleus,35.96,8.321760000000001,"cytosol,nucleus",114.34899999999999,"ER,vacuole",0.0,nucleus,37.8848
1254,PRP2,YNR011C,nucleus,21.42,6.72593,nucleus,55.9038,nucleus,29.0408,nucleus,19.6456
574,PRP21,YJL203W,nucleus,25.02,6.85531,nucleus,53.493,nucleus,6.90505,nucleus,26.153000000000002
916,PRP22,YER013W,nucleus,23.82,5.17272,nucleus,43.6465,nucleus,40.8428,nucleus,24.325
511,PRP24,YMR268C,nucleus,23.36,4.7173300000000005,nucleus,50.2931,nucleus,55.6385,nucleus,23.7711
186,PRP28,YDR243C,nucleus,25.71,6.07943,nucleus,74.0603,nucleus,105.684,nucleus,26.2414
736,PRP3,YDR473C,nucleus,22.81,5.08824,nucleus,52.8767,nucleus,44.9236,nucleus,26.5896
586,PRP31,YGR091W,nucleus,21.58,5.50875,nucleus,129.611,nucleus,44.298,nucleus,25.4829
1552,PRP38,YGR075C,nucleus,32.31,7.551639999999999,,,,,,
102,PRP39,YML046W,,,,nucleus,36.0564,nucleus,32.143,"punctate,nucleus",26.2815
1854,PRP4,YPR178W,nucleus,20.36,4.281280000000001,"cytosol,nucleus",78.6954,ER,79.6857,nucleus,24.276999999999997
528,PRP40,YKL012W,nucleus,23.0,5.73041,nucleus,61.2045,nucleus,35.5285,nucleus,26.0449
224,PRP42,YDR235W,nucleus,27.32,7.00479,nucleus,31.1752,nucleus,16.0622,nucleus,24.6144
160,PRP43,YGL120C,nucleolus,104.56,33.3838,"nucleus,nucleolus",171.69,nucleus,205.81799999999998,"nucleus,nucleolus",100.545
1008,PRP45,YAL032C,nucleus,26.92,7.156689999999999,nucleus,57.573,nucleus,41.832,nucleus,29.1959
1398,PRP46,YPL151C,nucleus,24.52,6.8335300000000005,"cytosol,nucleus",55.6875,nucleus,59.276,nucleus,25.0167
1557,PRP5,YBR237W,nucleus,26.67,5.67794,,,,,,
745,PRP6,YBR055C,nucleus,26.09,7.287160000000001,nucleus,82.1131,nucleus,78.5216,nucleus,26.9308
479,PRP8,YHR165C,nucleus,27.18,5.38692,nucleus,43.513000000000005,nucleus,12.2797,ambiguous,20.0236
783,PRP9,YDL030W,nucleus,25.13,5.26523,nucleus,45.2194,nucleus,26.398000000000003,nucleus,27.7924
